Player,PrimaryPosition,Games,LongPassAcc,LongthroughPassAcc,LongPassAssistsPerGame,FreeKickAcc,Consistency,TurnoverRate,Rating
Sergi Roberto,lb,30,0.829,0.524,0.100,0.405,0.813,0.171,79.770
Paco Alcácer,lw,17,0.677,0.462,0.118,0.692,0.601,0.323,71.159
Adán,gk,30,0.767,0.467,0.067,0.700,0.856,0.233,76.817
Z. Feddal,rb,15,0.767,0.400,0.000,0.615,0.897,0.233,73.822
A. Mandi,lb,34,0.905,0.368,0.029,0.615,0.915,0.095,80.444
Sergio León,st,29,0.548,0.409,0.069,0.556,0.295,0.452,60.338
A. Guardado,cm,33,0.817,0.514,0.303,0.578,0.848,0.183,83.003
M. ter Stegen,gk,37,0.812,0.385,0.000,0.700,0.865,0.188,76.268
Joaquín,cam,35,0.767,0.462,0.114,0.543,0.795,0.233,76.416
Matías Nahuel,lam,7,0.673,0.500,0.000,0.533,0.733,0.327,71.392
Víctor Camarasa,cam,24,0.861,0.538,0.125,0.600,0.734,0.139,80.901
Javi García,cdm,32,0.911,0.375,0.000,0.700,0.882,0.089,80.253
Francis Guerrero,lw,14,0.602,0.429,0.214,0.357,0.461,0.398,67.485
Aleix Vidal,lam,15,0.698,0.500,0.133,0.571,0.509,0.302,71.687
Fabián,lcm,34,0.843,0.355,0.000,0.440,0.822,0.157,75.423
L. Digne,rb,12,0.769,0.500,0.083,0.579,0.742,0.231,74.831
Denis Suárez,ram,17,0.737,0.538,0.000,0.562,0.591,0.263,72.928
K. Benzema,st,32,0.756,0.444,0.062,0.545,0.673,0.244,73.438
Daniel Carvajal,lb,28,0.763,0.360,0.464,0.466,0.892,0.237,78.865
Marcelo,rb,32,0.648,0.390,0.625,0.475,0.777,0.352,76.033
Nacho,cb,29,0.860,0.429,0.103,0.552,0.762,0.140,78.808
Isco,ram,34,0.757,0.339,0.353,0.481,0.806,0.243,76.165
Casemiro,cm,34,0.861,0.478,0.088,0.667,0.891,0.139,81.957
Pedro Mosquera,rcm,22,0.726,0.345,0.091,0.565,0.791,0.274,71.511
Guilherme,cm,31,0.828,0.304,0.129,0.500,0.866,0.172,75.912
Luisinho,rb,30,0.659,0.333,0.233,0.467,0.708,0.341,69.123
Sidnei,rb,21,0.799,0.240,0.000,0.714,0.873,0.201,72.158
Rubén,gk,28,0.772,0.455,0.000,0.700,0.809,0.228,75.313
Juanfran,lb,35,0.629,0.345,0.371,0.402,0.771,0.371,70.306
Fede Cartabia,lam,20,0.695,0.444,0.100,0.605,0.519,0.305,70.267
C. Borges,cm,35,0.712,0.303,0.029,0.500,0.761,0.288,68.401
K. Navas,gk,30,0.834,0.417,0.000,0.700,0.886,0.166,77.876
Z. Bakkali,rw,22,0.581,0.417,0.045,0.325,0.477,0.419,63.498
Bruno Gama,ram,4,0.686,0.500,0.250,0.643,0.921,0.314,73.445
Adrián López,rw,30,0.687,0.348,0.033,0.432,0.688,0.313,67.651
Marco Asensio,cam,35,0.731,0.550,0.229,0.500,0.609,0.269,76.499
Marcos Llorente,lcm,13,0.877,0.500,0.077,0.700,0.939,0.123,79.698
Borja Valle,rw,16,0.706,0.455,0.062,0.750,0.594,0.294,71.520
E. Garay,lb,24,0.832,0.286,0.042,0.667,0.869,0.168,74.746
Nacho Vidal,lb,7,0.700,0.455,0.000,0.615,0.792,0.300,71.830
Rúben Vezo,cb,19,0.750,0.312,0.053,0.500,0.807,0.250,71.251
José Gayá,rb,34,0.676,0.286,0.382,0.518,0.725,0.324,71.043
L. Chichizola,gk,27,0.769,0.500,0.000,0.700,0.884,0.231,76.856
Bigas,rb,11,0.830,0.538,0.000,0.700,0.890,0.170,77.365
Rodrigo,st,40,0.657,0.379,0.150,0.375,0.648,0.343,67.756
Carlos Soler,lam,33,0.739,0.450,0.061,0.444,0.684,0.261,72.626
Dani Parejo,cm,34,0.842,0.395,0.088,0.650,0.919,0.158,79.312
Tana,cam,24,0.806,0.526,0.042,0.600,0.701,0.194,77.152
Jonathan Viera,cam,23,0.802,0.354,0.217,0.625,0.811,0.198,76.493
A. Halilović,lam,20,0.683,0.533,0.050,0.420,0.631,0.317,71.468
David Simón,lb,11,0.651,0.417,0.364,0.528,0.764,0.349,72.696
Medrán,cm,18,0.789,0.333,0.111,0.667,0.788,0.211,73.939
Ximo Navarro,cb,31,0.841,0.500,0.032,0.500,0.885,0.159,79.932
J. Calleri,st,37,0.557,0.429,0.027,0.314,0.452,0.443,60.529
Vitolo,ram,23,0.744,0.533,0.043,0.444,0.778,0.256,75.132
Dani Castellano,rb,24,0.694,0.467,0.042,0.531,0.763,0.306,71.922
Neto,gk,33,0.746,0.500,0.000,0.700,0.791,0.254,75.253
Nacho Gil,rw,20,0.714,0.533,0.050,0.500,0.554,0.286,72.175
Santi Mina,rw,32,0.741,0.357,0.062,0.600,0.668,0.259,70.874
S. Araújo,st,2,0.679,0.500,0.000,0.636,0.798,0.321,71.842
Javi Castellano,cdm,23,0.869,0.385,0.000,0.714,0.845,0.131,77.645
Míchel,lb,28,0.670,0.312,0.179,0.433,0.629,0.330,67.579
N. Maksimović,lcm,14,0.731,0.500,0.000,0.600,0.803,0.269,73.619
Rubén Sobrino,lw,26,0.671,0.462,0.038,0.667,0.583,0.329,69.546
Alexis,cb,27,0.733,0.389,0.000,0.500,0.652,0.267,70.030
Ibai Gómez,lam,34,0.620,0.432,0.088,0.405,0.668,0.380,67.060
Alfonso Pedraza,ram,33,0.509,0.400,0.242,0.452,0.541,0.491,62.492
Rodrigo Ely,cb,31,0.726,0.333,0.032,0.636,0.809,0.274,70.840
Carlos Vigaray,lb,12,0.624,0.462,0.083,0.429,0.569,0.376,68.673
M. Mantovani,cb,13,0.776,0.417,0.000,0.700,0.814,0.224,73.807
E. Muñoz,cb,19,0.770,0.417,0.053,0.727,0.836,0.230,74.885
Zaldúa,lb,30,0.588,0.400,0.200,0.443,0.691,0.412,66.986
Gabriel,rcm,29,0.672,0.371,0.103,0.400,0.732,0.328,68.872
M. Wakaso,rcm,19,0.650,0.357,0.000,0.500,0.606,0.350,66.328
Rubén Pérez,cdm,31,0.752,0.375,0.097,0.667,0.868,0.248,74.478
Fernando Pacheco,gk,38,0.740,0.500,0.000,0.700,0.780,0.260,75.037
Burgui,ram,23,0.703,0.429,0.043,0.500,0.730,0.297,71.052
Eraso,cam,33,0.675,0.385,0.091,0.576,0.635,0.325,68.642
Omar Ramos,cam,23,0.650,0.529,0.348,0.475,0.704,0.350,74.552
A. Szymanowski,ram,13,0.543,0.545,0.154,0.500,0.483,0.457,67.766
C. Santos,st,10,0.647,0.500,0.000,0.700,0.212,0.353,67.837
Diego Rico,rb,26,0.589,0.421,0.192,0.388,0.803,0.411,68.552
Cuéllar,gk,35,0.703,0.417,0.000,0.700,0.810,0.297,71.606
Manu García,cm,30,0.713,0.261,0.033,0.583,0.777,0.287,68.116
Guerrero,st,22,0.761,0.500,0.000,0.700,0.624,0.239,73.855
Tomás Pina,cm,30,0.820,0.381,0.067,0.529,0.861,0.180,76.499
Óscar Romero,lcm,5,0.545,0.417,0.000,0.571,0.453,0.455,67.726
Erik Morán,cm,6,0.603,0.438,0.000,0.636,0.882,0.397,70.326
N. El Zhar,lam,30,0.695,0.471,0.133,0.540,0.534,0.305,71.015
Bustinza,lb,20,0.771,0.357,0.050,0.625,0.866,0.229,73.738
Héctor,rb,1,0.619,0.500,0.000,0.700,1.000,0.381,71.782
C. Bakambu,st,15,0.658,0.471,0.000,0.692,0.638,0.342,69.855
Rúben Semedo,cb,4,0.727,0.500,0.000,0.700,0.799,0.273,72.616
Samu Castillejo,lam,30,0.737,0.355,0.133,0.500,0.845,0.263,73.059
M. Barbosa,gk,13,0.797,0.500,0.000,0.700,0.830,0.203,75.894
E. Zidane,cm,2,0.500,0.455,0.000,0.700,0.000,0.500,68.961
Paulinho,cam,39,0.842,0.545,0.103,0.583,0.753,0.158,81.604
Sergio García,st,33,0.710,0.421,0.061,0.593,0.713,0.290,71.468
M. Dos Santos,cb,13,0.749,0.643,0.000,0.667,0.643,0.251,75.418
Tito,lb,9,0.660,0.455,0.111,0.522,0.535,0.340,70.115
Óscar Melendo,cam,18,0.782,0.400,0.111,0.643,0.581,0.218,73.197
Gumbau,rcm,22,0.730,0.458,0.045,0.583,0.732,0.270,73.012
E. Çolak,cam,26,0.713,0.395,0.115,0.462,0.778,0.287,71.934
D. Godín,rb,35,0.860,0.429,0.029,0.700,0.881,0.140,79.943
Thomas,lcm,33,0.794,0.321,0.030,0.455,0.828,0.206,73.008
Hernán,lcm,7,0.812,0.500,0.000,0.636,0.779,0.188,74.546
Fabio González,lcm,1,0.750,0.500,0.000,0.700,1.000,0.250,72.298
Momo,ram,13,0.722,0.429,0.154,0.708,0.731,0.278,73.304
Benito Ramírez,ram,4,0.444,0.455,0.000,0.611,0.162,0.556,66.426
Álex Mula,cam,11,0.626,0.417,0.091,0.345,0.433,0.374,67.245
Douglas Luiz,cam,14,0.696,0.417,0.000,0.667,0.325,0.304,67.860
G. Kondogbia,cm,31,0.839,0.333,0.032,0.692,0.881,0.161,76.533
J. Murillo,rb,17,0.890,0.455,0.000,0.700,0.928,0.110,79.532
Toni Lato,rb,15,0.718,0.417,0.067,0.500,0.643,0.282,71.027
Montoya,lb,25,0.675,0.412,0.160,0.385,0.820,0.325,71.496
Borja Mayoral,st,13,0.656,0.455,0.000,0.700,0.654,0.344,69.813
Antunes,rb,32,0.526,0.235,0.219,0.405,0.680,0.474,60.329
M. Krohn-Dehli,cm,24,0.785,0.400,0.042,0.700,0.847,0.215,75.298
Sergio Escudero,rb,27,0.703,0.304,0.074,0.425,0.812,0.297,69.149
G. Mercado,lb,29,0.726,0.375,0.103,0.500,0.704,0.274,71.246
W. Ben Yedder,st,25,0.554,0.462,0.000,0.600,0.432,0.446,62.885
N. Pareja,lb,5,0.809,0.500,0.000,0.636,0.772,0.191,73.877
Portillo,lam,33,0.697,0.540,0.121,0.419,0.749,0.303,74.383
F. Roncaglia,cb,21,0.843,0.391,0.000,0.733,0.860,0.157,76.804
Sergi Gómez,cb,32,0.884,0.259,0.000,0.750,0.883,0.116,76.517
R. Durmisi,rb,24,0.609,0.444,0.208,0.333,0.751,0.391,69.459
Cristian Tello,rw,32,0.688,0.381,0.062,0.526,0.560,0.312,67.796
A. Sanabria,st,17,0.620,0.455,0.000,0.667,0.377,0.380,66.027
Bóveda,cb,14,0.679,0.462,0.143,0.500,0.697,0.321,71.750
Saborit,rb,19,0.641,0.412,0.158,0.421,0.775,0.359,70.044
Vesga,cm,11,0.775,0.500,0.091,0.692,0.840,0.225,75.752
Bebé,cam,8,0.478,0.500,0.125,0.458,0.310,0.522,65.597
Jordi Amat,cb,25,0.905,0.500,0.000,0.700,0.911,0.095,82.329
Chuca,ram,4,0.618,0.417,0.000,0.583,0.691,0.382,70.084
Íñigo Martínez,rb,28,0.756,0.389,0.107,0.414,0.880,0.244,74.311
A. Januzaj,cam,29,0.683,0.458,0.276,0.553,0.500,0.317,71.837
P. Tytoń,gk,2,0.719,0.500,0.000,0.700,0.917,0.281,72.387
Lucas Pérez,st,35,0.551,0.316,0.257,0.512,0.460,0.449,61.667
F. Valverde,rcm,24,0.782,0.533,0.125,0.625,0.728,0.218,77.721
Diego Llorente,cb,27,0.858,0.409,0.000,0.600,0.895,0.142,78.211
Gabriel,cb,30,0.855,0.375,0.000,0.700,0.854,0.145,77.442
Filipe Luis,rb,22,0.701,0.412,0.136,0.419,0.706,0.299,71.301
Andreas Pereira,cam,22,0.582,0.400,0.227,0.481,0.556,0.418,66.515
K. Gameiro,st,25,0.610,0.500,0.000,0.538,0.280,0.390,64.292
Rober,cb,25,0.816,0.357,0.000,0.667,0.762,0.184,74.223
T. Hernández,rb,13,0.664,0.385,0.077,0.444,0.571,0.336,68.456
Kiko Casilla,gk,10,0.780,0.500,0.000,0.700,0.865,0.220,75.115
Pedro López,lb,21,0.622,0.400,0.190,0.451,0.660,0.378,68.481
Samu García,cam,17,0.550,0.500,0.000,0.667,0.235,0.450,63.392
C. Beauvue,st,26,0.547,0.500,0.038,0.529,0.228,0.453,61.637
D. Torres,cdm,17,0.727,0.412,0.059,0.727,0.788,0.273,72.869
Munir,st,33,0.597,0.562,0.121,0.593,0.566,0.403,69.307
Iago Herrerín,gk,8,0.745,0.500,0.000,0.700,0.882,0.255,73.984
Iturraspe,cm,30,0.842,0.316,0.033,0.609,0.821,0.158,75.337
J. Mojica,rb,33,0.592,0.300,0.273,0.491,0.726,0.408,66.163
Ager Aketxe,lam,3,0.700,0.455,0.333,0.750,0.654,0.300,72.678
Sabin Merino,rw,13,0.595,0.500,0.000,0.615,0.302,0.405,66.104
G. Escalante,lam,26,0.728,0.429,0.077,0.562,0.785,0.272,73.167
Daniel Carriço,cb,6,0.815,0.500,0.000,0.700,0.912,0.185,74.986
J. Correa,ram,20,0.803,0.538,0.050,0.583,0.694,0.197,76.921
J. Geis,lcm,14,0.775,0.333,0.000,0.571,0.637,0.225,70.878
A. Aquilani,cm,21,0.779,0.333,0.095,0.625,0.732,0.221,72.942
Aythami Artiles,cb,3,0.774,0.500,0.000,0.700,0.954,0.226,73.321
Keko,lam,21,0.607,0.353,0.143,0.486,0.491,0.393,65.067
F. Ricca,rb,14,0.556,0.400,0.071,0.545,0.733,0.444,66.644
L. Rémy,rw,22,0.711,0.417,0.091,0.579,0.613,0.289,70.869
Miguel Cifuentes,lb,2,0.594,0.545,1.000,0.556,0.293,0.406,72.815
Vicente Gómez,cm,25,0.780,0.389,0.080,0.562,0.772,0.220,74.246
L. Suárez,rw,38,0.726,0.433,0.211,0.625,0.767,0.274,75.326
Víctor Sánchez,lcm,30,0.614,0.242,0.000,0.365,0.676,0.386,61.350
Mario Hermoso,rb,22,0.723,0.478,0.045,0.636,0.796,0.277,73.893
O. Dembélé,lw,21,0.729,0.500,0.238,0.432,0.621,0.271,74.611
Marc Navarro,lb,19,0.508,0.375,0.158,0.444,0.483,0.492,62.249
Dídac Vilá,rb,14,0.628,0.375,0.286,0.444,0.570,0.372,69.052
Juanpe,cb,34,0.760,0.412,0.029,0.533,0.876,0.240,74.475
L. Carole,rb,6,0.667,0.417,0.000,0.533,0.797,0.333,70.752
W. Montoya,lam,1,0.630,0.500,0.000,0.700,1.000,0.370,71.824
F. Vázquez,cam,30,0.667,0.387,0.167,0.485,0.731,0.333,70.108
Aleix García,cdm,19,0.789,0.357,0.000,0.643,0.788,0.211,73.158
A. Arribas,cb,3,0.738,0.500,0.000,0.700,0.857,0.262,72.692
Fernando Navarro,rb,15,0.765,0.500,0.067,0.526,0.634,0.235,73.960
C. Pantilimon,gk,6,0.683,0.500,0.000,0.700,0.884,0.317,72.485
R. Boudebouz,lam,27,0.707,0.381,0.111,0.406,0.701,0.293,70.394
D. Siovas,rb,24,0.730,0.400,0.000,0.583,0.793,0.270,71.796
Gálvez,cb,22,0.794,0.400,0.000,0.727,0.886,0.206,75.422
D. Brašanac,lcm,23,0.658,0.500,0.043,0.556,0.455,0.342,68.538
José Naranjo,rw,15,0.740,0.455,0.067,0.636,0.432,0.260,71.145
Arbilla,rb,29,0.796,0.444,0.000,0.600,0.850,0.204,76.175
R. Varane,lb,34,0.868,0.500,0.029,0.636,0.884,0.132,81.802
Dani Ceballos,cam,11,0.884,0.417,0.000,0.667,0.663,0.116,75.495
Mario,lb,32,0.681,0.333,0.312,0.478,0.812,0.319,72.201
D. Cheryshev,ram,29,0.551,0.412,0.138,0.406,0.510,0.449,63.058
Marc Roca,rcm,8,0.831,0.500,0.000,0.700,0.871,0.169,75.825
E. Rolón,cm,7,0.678,0.385,0.000,0.700,0.774,0.322,70.658
Chory Castro,ram,26,0.596,0.375,0.269,0.436,0.749,0.404,68.405
D. Rolán,rw,26,0.676,0.500,0.077,0.393,0.640,0.324,70.768
Brais Méndez,lam,19,0.675,0.375,0.105,0.429,0.529,0.325,67.882
J. Montero,ram,4,0.545,0.500,0.000,0.600,0.412,0.455,68.878
David García,cb,10,0.724,0.333,0.000,0.769,0.800,0.276,71.099
H. Toledo,lw,15,0.538,0.500,0.133,0.500,0.305,0.462,64.963
Zubeldía,cm,25,0.886,0.529,0.000,0.529,0.903,0.114,81.613
De La Bella,rb,17,0.730,0.500,0.353,0.485,0.833,0.270,77.447
Andoni Gorosabel,lb,2,0.583,0.455,0.000,0.667,1.000,0.417,71.323
Jon Bautista,st,8,0.571,0.500,0.000,0.700,0.293,0.429,67.116
David Juncà,rb,14,0.638,0.316,0.143,0.535,0.794,0.362,68.831
R. Soriano,cam,21,0.700,0.412,0.048,0.579,0.532,0.300,69.185
G. Maripán,cb,18,0.742,0.318,0.000,0.700,0.777,0.258,70.813
Rubén Duarte,rb,24,0.553,0.286,0.167,0.558,0.660,0.447,63.194
Borja Herrera,rb,3,0.566,0.455,0.000,0.556,0.673,0.434,70.047
Raúl García,rb,18,0.561,0.357,0.056,0.462,0.599,0.439,63.853
M. Olunga,st,12,0.676,0.455,0.000,0.750,0.620,0.324,70.352
Ramalho,lb,26,0.799,0.400,0.000,0.667,0.850,0.201,75.348
Nano,st,9,0.645,0.500,0.000,0.700,0.250,0.355,68.253
Rafa Navarro,lb,3,0.732,0.500,0.000,0.692,0.783,0.268,72.442
Rubén Blanco,gk,22,0.734,0.375,0.000,0.700,0.812,0.266,71.946
Jaume,gk,5,0.743,0.500,0.000,0.700,0.826,0.257,73.123
Rubén Pardo,rcm,6,0.667,0.500,0.000,0.700,0.333,0.333,69.833
A. Hakimi,lb,12,0.647,0.417,0.000,0.433,0.732,0.353,68.979
Sergio Sánchez,lb,2,0.567,0.500,0.000,0.583,0.717,0.433,70.839
Miguel Torres,rb,8,0.745,0.385,0.000,0.643,0.736,0.255,71.736
A. Peñaranda,st,13,0.623,0.500,0.000,0.583,0.502,0.377,68.250
Luna,rb,23,0.550,0.290,0.217,0.490,0.743,0.450,64.508
A. Katai,lcm,3,0.680,0.500,0.000,0.700,1.000,0.320,72.446
Lombán,cb,13,0.804,0.417,0.000,0.700,0.845,0.196,74.860
R. Guerra,lcm,4,0.630,0.455,0.250,0.700,0.234,0.370,70.256
Gerard Valentín,lb,3,0.613,0.500,0.000,0.636,0.646,0.387,70.805
M. Lacen,rcm,19,0.846,0.357,0.158,0.600,0.781,0.154,76.748
J. Campbell,lw,8,0.694,0.500,0.000,0.643,0.354,0.306,70.019
Albentosa,cb,20,0.804,0.400,0.050,0.571,0.874,0.196,75.694
F. Uzoho,gk,5,0.718,0.500,0.000,0.700,0.961,0.282,73.244
E. Cecchini,lcm,2,0.652,0.500,0.000,0.700,1.000,0.348,72.040
Andrés,gk,4,0.647,0.500,0.000,0.700,0.676,0.353,71.165
D. Bonera,lb,15,0.805,0.421,0.000,0.700,0.883,0.195,75.496
Y. Bounou,gk,30,0.760,0.455,0.000,0.700,0.859,0.240,75.368
Adrián Diéguez,rb,6,0.776,0.500,0.000,0.727,0.798,0.224,73.834
Sergi Samper,lcm,2,0.674,0.500,0.000,0.583,0.678,0.326,71.565
Raúl Lizoáin,gk,11,0.822,0.500,0.000,0.700,0.862,0.178,76.400
Edu Expósito,lcm,3,0.763,0.500,0.000,0.727,0.917,0.237,73.134
Timor,rcm,17,0.706,0.400,0.000,0.500,0.538,0.294,68.721
S. Moore,lb,6,0.595,0.500,0.167,0.625,0.561,0.405,70.366
Imanol Sarriegi,cam,3,0.677,0.500,0.000,0.700,0.672,0.323,71.599
Dani Raba,lam,21,0.746,0.400,0.190,0.577,0.710,0.254,73.840
A. Fernández,rcm,5,0.622,0.417,0.000,0.700,0.650,0.378,69.833
Jesús Vallejo,cb,7,0.805,0.455,0.000,0.700,0.926,0.195,74.717
Mikel Rico,rcm,16,0.777,0.333,0.062,0.526,0.827,0.223,72.862
Oier,gk,26,0.721,0.333,0.000,0.700,0.816,0.279,70.556
E. Cabaco,lb,13,0.696,0.333,0.000,0.700,0.576,0.304,68.472
Pau Torres,rb,2,0.571,0.455,0.000,0.700,0.614,0.429,70.574
Carles Gil,lam,10,0.797,0.583,0.000,0.636,0.851,0.203,76.498
M. El Id,cdm,2,0.656,0.500,0.000,0.700,0.843,0.344,71.793
Martín,lb,21,0.623,0.417,0.143,0.462,0.662,0.377,68.373
Bruno,cb,17,0.648,0.357,0.000,0.700,0.651,0.352,67.425
M. Olivera,rb,2,0.565,0.455,0.000,0.727,1.000,0.435,71.225
Adrián Marín,rb,3,0.705,0.500,0.000,0.636,0.817,0.295,72.194
Mario González,st,2,0.571,0.500,0.000,0.636,1.000,0.429,71.405
Etxeita,cb,5,0.785,0.455,0.000,0.700,0.787,0.215,73.241
Sergio Asenjo,gk,23,0.743,0.455,0.000,0.700,0.789,0.257,73.742
Dani Pacheco,ram,10,0.635,0.545,0.300,0.556,0.677,0.365,73.062
Julio Gracia,lcm,2,0.667,0.500,0.000,0.700,0.798,0.333,71.791
Ferrán Torres,lam,12,0.545,0.545,0.000,0.529,0.277,0.455,65.317
S. Lukić,cdm,16,0.781,0.500,0.062,0.667,0.610,0.219,74.689
Ó. Duarte,cb,13,0.748,0.385,0.077,0.750,0.812,0.252,73.294
Miquel,rb,20,0.750,0.375,0.000,0.636,0.788,0.250,72.116
G. Peñalba,cdm,7,0.808,0.312,0.000,0.727,0.850,0.192,72.864
F. Orellana,cam,17,0.633,0.438,0.059,0.472,0.652,0.367,68.431
M. Iturra,lcm,20,0.779,0.500,0.050,0.588,0.811,0.221,76.300
E. Martínez,gk,5,0.750,0.500,0.000,0.700,0.836,0.250,73.273
Diego Costa,rw,19,0.662,0.462,0.053,0.667,0.480,0.338,68.794
Laguardia,lb,17,0.744,0.529,0.000,0.583,0.843,0.256,75.047
Bueno,rw,11,0.680,0.500,0.000,0.667,0.514,0.320,70.338
Rubén Castro,rw,10,0.714,0.545,0.000,0.727,0.816,0.286,73.848
One,cb,1,0.654,0.500,0.000,0.700,1.000,0.346,71.919
Roger,st,16,0.649,0.400,0.125,0.529,0.461,0.351,67.736
R. Martínez,st,7,0.583,0.455,0.000,0.538,0.363,0.417,67.321
Diego López,gk,10,0.763,0.500,0.000,0.700,0.850,0.237,74.585
E. Demirović,st,3,0.560,0.500,0.000,0.700,0.717,0.440,70.479
Erik Expósito,st,10,0.645,0.455,0.000,0.667,0.499,0.355,68.811
Toño,gk,4,0.721,0.500,0.000,0.700,0.976,0.279,73.091
Jon Guridi,ram,4,0.667,0.500,0.000,0.700,0.871,0.333,72.042
R. Mazáň,rb,2,0.739,0.500,0.000,0.692,0.900,0.261,72.505
Yeray,lb,8,0.789,0.385,0.000,0.583,0.935,0.211,73.623
Andoni López,rb,1,0.675,0.417,0.000,0.700,1.000,0.325,71.820
Loren Morón,st,15,0.596,0.429,0.067,0.583,0.591,0.404,67.229
M. Layún,lb,20,0.645,0.562,0.250,0.488,0.633,0.355,73.178
B. Ideye,st,12,0.633,0.500,0.000,0.636,0.270,0.367,67.245
M. Aguirregaray,cb,15,0.657,0.417,0.067,0.613,0.816,0.343,70.675
O. Etebo,rw,17,0.800,0.269,0.118,0.615,0.888,0.200,73.785
I. Success,lw,9,0.541,0.385,0.222,0.643,0.430,0.459,66.849
J. Firpo,rb,14,0.760,0.417,0.071,0.700,0.786,0.240,73.900
Choco Lozano,st,14,0.636,0.375,0.143,0.600,0.668,0.364,69.028
Y. Mina,cb,8,0.867,0.500,0.125,0.700,0.924,0.133,77.758
M. Flamini,lcm,8,0.649,0.429,0.000,0.692,0.672,0.351,69.912
M. Ndockyt,ram,5,0.609,0.500,0.000,0.700,0.000,0.391,67.913
Eloi Amagat,ram,2,0.609,0.500,0.000,0.636,0.529,0.391,70.849
M. Lestienne,lam,12,0.600,0.385,0.083,0.538,0.392,0.400,65.872
Rubén Rochina,lam,5,0.709,0.500,0.000,0.636,0.394,0.291,70.891
I. Ezekiel,st,10,0.522,0.545,0.000,0.556,0.158,0.478,64.706
S. Muntari,rcm,8,0.593,0.375,0.000,0.500,0.436,0.407,66.457
Pedro León,lam,12,0.495,0.417,0.083,0.449,0.496,0.505,63.936
Mozo,rcm,1,0.667,0.500,0.000,0.700,1.000,0.333,71.970
Moyà,gk,9,0.862,0.545,0.000,0.700,0.907,0.138,77.680
Guilherme Arana,rb,3,0.565,0.500,0.000,0.636,0.594,0.435,70.174
M. Koval,gk,2,0.703,0.500,0.000,0.700,0.917,0.297,72.268
Hugo Duro,rw,2,0.619,0.500,0.000,0.700,1.000,0.381,71.795
Carlos Isaac,lb,1,0.600,0.500,0.000,0.636,1.000,0.400,71.687
Dani Giménez,gk,4,0.714,0.545,0.000,0.700,0.815,0.286,72.832
A. Abeid,rb,1,0.677,0.500,1.000,0.615,1.000,0.323,73.235
Iván Rodríguez,lb,1,0.625,0.500,0.000,0.700,1.000,0.375,71.806
Sergio Arribas,rcm,1,0.636,0.500,0.000,0.700,1.000,0.364,71.850
Carlos Fernández,st,2,0.600,0.455,0.000,0.700,0.293,0.400,70.219
Barri,cm,2,0.593,0.455,0.000,0.700,0.871,0.407,71.185
J. Cillessen,gk,1,0.594,0.500,0.000,0.700,1.000,0.406,71.682
Pedro López,gk,5,0.774,0.455,0.000,0.700,0.886,0.226,73.442
Yoel,gk,1,0.610,0.500,0.000,0.700,1.000,0.390,71.745
Antonio Sivera,gk,1,0.630,0.500,0.000,0.700,1.000,0.370,71.824
A. Werner,gk,1,0.643,0.545,0.000,0.700,1.000,0.357,71.975
Alberto Redondo,lb,1,0.565,0.500,0.000,0.667,1.000,0.435,71.560
David Alba,rb,1,0.654,0.500,0.000,0.700,1.000,0.346,71.919
Miguel,rb,1,0.545,0.500,0.000,0.700,1.000,0.455,71.492
N. Champagne,gk,2,0.667,0.500,0.000,0.700,0.784,0.333,71.766
Fahad Al Muwallad,lw,5,0.583,0.500,0.000,0.700,0.000,0.417,67.513
Asier Riesgo,gk,1,0.606,0.500,0.000,0.700,1.000,0.394,71.731
Víctor López,lb,1,0.577,0.500,0.000,0.700,1.000,0.423,71.616
Alberto López,rb,1,0.600,0.500,0.000,0.636,1.000,0.400,71.687
Mujaid Sadick,lb,2,0.667,0.500,0.000,0.636,0.823,0.333,71.798
Carlos Martínez,lb,1,0.619,0.500,0.000,0.700,1.000,0.381,71.782
Koke,gk,1,0.594,0.500,0.000,0.700,1.000,0.406,71.682
Dani Molina,ram,1,0.591,0.500,0.000,0.700,1.000,0.409,71.671
Lara,ram,1,0.571,0.500,0.000,0.700,1.000,0.429,71.595
Alex Robles,lb,1,0.667,0.500,0.000,0.636,1.000,0.333,71.950
Juan Cruz,lw,1,0.619,0.500,0.000,0.700,1.000,0.381,71.782
Serantes,gk,1,0.541,0.500,0.000,0.700,1.000,0.459,71.473
L. Zidane,gk,1,0.765,0.500,0.000,0.700,1.000,0.235,72.356
Salem Al Dawsari,ram,4,0.831,0.500,0.000,0.636,0.931,0.169,74.341
Abdullah Otayf,cm,3,0.722,0.500,0.000,0.700,0.923,0.278,72.697
Salman Al Faraj,rcm,3,0.758,0.556,0.667,0.467,0.906,0.242,75.377
Yasir Al Shahrani,rb,3,0.638,0.429,0.667,0.600,0.816,0.362,73.264
Taisir Al Jassim,lcm,2,0.722,0.455,0.000,0.700,0.974,0.278,72.327
I. Kutepov,lb,5,0.724,0.500,0.000,0.727,0.846,0.276,72.933
Mário Fernandes,lb,5,0.651,0.500,0.200,0.562,0.746,0.349,72.201
R. Zobnin,cm,5,0.595,0.417,0.200,0.615,0.611,0.405,70.154
Omar Hawsawi,rb,1,0.708,0.500,0.000,0.700,1.000,0.292,72.134
Y. Zhirkov,rcm,3,0.604,0.500,0.000,0.583,0.699,0.396,70.797
Abdullah Al Mayouf,gk,1,0.756,0.500,0.000,0.700,1.000,0.244,72.322
Yahya Al Shehri,lam,2,0.724,0.500,0.000,0.700,1.000,0.276,72.574
